UNI_ID,COURSE_NAME,TITLE,PUBLICATION_YEAR,AUTHORS,PUBLISHER,RESOURCE_TYPE
2, leading the engaged enterprise ,martin seligman: the new era of positive psychology,,,,webpage
2, leading the engaged enterprise ,"influence without authority: the use of alliances, reciprocity, and exchange to accomplish work.",,,,article
2, leading the engaged enterprise ,leadership and employee proactivity,,,,chapter
2," people, corporates and globalisation ",international journal of disaster risk reduction,,,,journal
2," people, corporates and globalisation ",feminist economics,,,,journal
2," people, corporates and globalisation ","chapter 1: corporate social responsibility, stakehohler theory and climate change",,,,chapter
2," animal speciation, radiation, evolution ",critical assessment of claims regarding management of feral cats by trap-neuter-return,,,,article
2," animal speciation, radiation, evolution ",the phylocode,,,,webpage
2," animal speciation, radiation, evolution ",global ecology and conservation,,,,journal
2, international security and strategy ,peacebuilding,,,,journal
2," animal speciation, radiation, evolution ",bmc evolutionary biology,,,,journal
2, international security and strategy ,"whose violence, whose security? can violence reduction and security work for poor, excluded and vulnerable people?",,,,article
2, international security and strategy ,the paradox of political violence,,,,article
2, international security and strategy ,chapter 5: new spaces of gender violence: economic transistion and trade liberalization,,,,chapter
2, international security and strategy ,"foucault, politics, and violence",,,northwestern university press,book
2, international security and strategy ,alternatives,,,,journal
2, international security and strategy ,humanitarianism in intra-state conflict: aid inequality and local governance in government- and opposition-controlled areas in the syrian war,,,,article
2, international security and strategy ,"governing terrorism through risk: taking precautions, (un)knowing the future",,,,article
2, international security and strategy ,human security: reconciling critical aspirations with political ‘realities’,,,,article
2, legal protection of international human rights ,does enforcement matter?,,,,chapter
2, legal protection of international human rights ,chapters 3 & 4,,,,chapter
2, time series analysis ,statistical methods for forecasting,,,wileyinterscience,book
2, language and literacies in the early years ,western australian kindergarten curriculum guidelines,,,,webpage
2, principles of epidemiology ,chapter 2. how long is a piece of string? measuring disease frequency,,,,chapter
2, advanced surgical techniques ,a novel axial pattern skin flap based on the lateral thoracic artery in the dog,,,,article
2, advanced surgical techniques ,use of an axial pattern skin flap based on the cranial cutaneous branch of the saphenous artery in the dog,,,,article
2, advanced surgical techniques ,lateral caudal axial pattern flap in 13 dogs,,,,article
2, environmental technology for sustainability ,proceedings of international regional conference on environmental technologies for wastewater management,,,united nations publications,book
2, environmental technology for sustainability ,chemical fuels from the sun,,,,article
2, environmental technology for sustainability ,fundamentals of wind energy. chapter 4,,,,chapter
2, environmental technology for sustainability ,going up,,,,article
2, environmental technology for sustainability ,integrated farming and polyculture. chapter 6,,,,chapter
2, environmental technology for sustainability ,making grid-connect pv cheaper,,,,article
2, environmental technology for sustainability ,chapter 7: surprising settlements,,,,chapter
2, environmental technology for sustainability ,"steering sustainability in an urbanizing world: policy, practice and performance",,,ashgate,book
2, environmental technology for sustainability ,cities as sustainable ecosystems: principles and practices,,,island press,book
2, hollywood and history ,reel politics: american political movies from birth of a nation to platoon,,,blackwell,book
